GENEID,x60A3,x60A4,x60A5,x60A6,x60A7,x60A8,x60A9,x60A10,x60A11,x60B3,x60B4,x60B5,x60B6,x60B7,x60B8,x60B9,x60B10,x60B11,x60C3,x60C4,x60C5,x60C6,x60C7,x60C8,x60C9,x60C10,x60C11,x60D3,x60D4,x60D5,x60D6,x60D7,x60D8,x60D9,x60D10,x60D11,x60E3,x60E4,x60E5,x60E6,x60E7,x60E8,x60E9,x60E10,x60E11,x64A3,x64A4,x64A5,x64A6,x64A7,x64A8,x64A9,x64A10,x64A11,x64B3,x64B4,x64B5,x64B6,x64B7,x64B8,x64B9,x64B10,x64B11,x64C3,x64C4,x64C5,x64C6,x64C7,x64C8,x64C9,x64C10,x64C11,x64D3,x64D4,x64D5,x64D6,x64D7,x64D8,x64D9,x64D10,x64D11,x64E3,x64E4,x64E5,x64E6,x64E7,x64E8,x64E9,x64E10,x64E11,x68A3,x68A4,x68A5,x68A6,x68A7,x68A8,x68A9,x68A10,x68A11,x68B3,x68B4,x68B5,x68B6,x68B7,x68B8,x68B9,x68B10,x68B11,x68C3,x68C4,x68C5,x68C6,x68C7,x68C8,x68C9,x68C10,x68C11,x68D3,x68D4,x68D5,x68D6,x68D7,x68D8,x68D9,x68D10,x68D11,x68E3,x68E4,x68E5,x68E6,x68E7,x68E8,x68E9,x68E10,x68E11,x72A3,x72A4,x72A5,x72A6,x72A7,x72A8,x72A9,x72A10,x72A11,x72B3,x72B4,x72B5,x72B6,x72B7,x72B8,x72B9,x72B10,x72B11,x72C3,x72C4,x72C5,x72C6,x72C7,x72C8,x72C9,x72C10,x72C11,x72D3,x72D4,x72D5,x72D6,x72D7,x72D8,x72D9,x72D10,x72D11,x72E3,x72E4,x72E5,x72E6,x72E7,x72E8,x72E9,x72E10,x72E11
G3BP1,-0.369041,0,0.10944,0.791368,0.801577,0.940675,1.09565,0.00731174,0.0405843,-1.61175,-0.850693,-0.499478,0.70978,0.591138,0.857761,0.901768,1.47657,1.35276,-0.385708,-0.914333,0.145556,1.69006,0.357101,1.38525,0.722421,1.24743,0.999025,-1.13893,-0.122653,0.454677,0.608582,1.0064,0.891842,1.39735,-0.259449,0.145221,-0.359655,NaN,-0.985446,-0.189556,-0.261477,1.27493,1.46987,1.08248,1.89298,-1.81188,-0.712166,-1.20349,1.18903,1.61223,-0.286347,-0.247669,-0.840652,-0.224056,-1.51815,-1.19637,-0.535556,0.88408,0.296091,0.507758,0.715925,0.221739,-0.71851,-1.03652,-0.660969,0.206726,0.414977,1.2472,0.00189084,1.22755,1.02755,0.254195,-0.419575,-0.820302,0.998117,0.84573,1.27747,1.84555,1.54992,1.40786,0.665391,-0.704733,-0.45194,-0.0999017,-0.161415,1.29929,0.366113,0.946622,1.29184,-3.70283,-1.16562,NaN,0.162513,0.196479,1.15948,-0.353548,0.410837,1.25975,0.607736,-0.398212,-0.749831,0.260356,1.39716,1.44533,0.785139,1.19341,0.647215,1.17534,-0.554968,-0.854886,-0.398722,1.0684,0.773863,0.765186,0.836535,1.42261,-0.0805892,-1.26396,-0.679466,-1.02126,-1.8297,1.23263,0.437927,0.768365,0.104797,-0.412103,-0.96576,-0.865057,-0.937755,-0.981374,-0.910575,-0.803552,-1.23617,-0.599433,-3.45055,-1.07229,-1.0968,-0.978119,-0.28024,-0.383268,0.0141126,-0.373737,0.366517,NaN,-0.868336,-0.808012,-1.13663,-1.60538,0.917086,1.20892,0.160332,0.651347,-0.270557,-1.06144,-1.09683,-0.342241,-1.26868,-0.468782,0.0191523,0.882121,0.462683,0.241143,-0.74534,-0.985324,-0.749152,-1.66435,-0.602597,-0.0669493,0.711175,-0.477009,-1.33969,-0.676652,-1.05353,-1.25503,-1.50163,-0.686457,-0.949642,-0.897735,-0.464673,-2.01086
G6PD,-0.00232786,-2.70191,-0.50553,-1.98524,0.0828705,0.901083,-0.897634,0.701504,-0.937866,-2.54194,0.373361,-0.815096,-2.187,1.1486,0.0231743,0.68515,0.315161,0.945994,-0.817541,-0.465334,0.193313,-1.19152,-0.115474,1.48434,-0.421212,-0.807157,-0.440451,0.557832,-2.91644,0.421851,0.31235,-0.920805,-2.51741,-0.632138,0.808833,-1.03473,-2.96329,NaN,-0.92817,-0.421525,-0.0438642,0.157421,0.830749,0.0536092,0.258246,-1.22113,0.535639,-0.518865,-0.880589,-0.267609,-0.07679,0.184383,NaN,-0.120948,-0.454441,-0.177504,0.0215995,0.0370338,0.757222,-0.471486,0.613547,-0.72861,-2.19284,-0.883162,-0.890536,0.183034,-0.862837,0.442525,1.20078,0.0990938,0.145521,0.326304,0.178225,-0.216742,1.11399,-1.22113,0.582855,0.495234,0.248347,1.19654,0.628506,-2.36265,0.0911386,-0.378939,-1.51878,-0.0369654,0.79273,-0.544582,0.711057,-0.0949727,-2.38417,NaN,0.475969,0.440764,-0.855984,0.850356,0.567658,1.83356,-0.443653,-0.505325,-0.218607,0.939937,-1.51641,-2.41416,-0.681808,0.404102,0.258011,0.703538,-0.580859,-0.87101,0.78024,0.749945,0.521607,0.186252,0.140438,-1.28961,-0.990328,-0.997116,0.944351,-0.748035,-3.07633,0.59094,-1.24653,-0.711216,-1.52284,0.359113,0.250636,-2.59386,-1.28273,-0.229014,0.192638,0.275894,-0.0970332,-0.187187,0.317733,NaN,-1.07561,0.287207,0.00232786,0.570713,0.884247,-0.038188,-1.49297,NaN,-0.742603,1.23764,-1.10642,0.797614,0.721271,1.20357,0.817656,0.899039,-0.180579,-1.26681,0.76509,0.708103,-0.963841,0.199534,0.664229,0.677303,0.539525,0.0476331,0.276001,-0.914258,-0.326653,0.437051,1.22216,1.46518,0.750187,0.348951,-0.464561,-0.964764,-1.21735,-0.716915,0.275189,-0.281762,-0.260896,NaN,0.267208,-1.40371
GAA,1.07E+00,-1.05E+00,5.43E-01,1.10E+00,1.54E+00,0.812839,-0.999582,-0.507602,-0.151924,0.418844,2.67E-01,6.69E-01,3.99E-01,-4.07E-01,0.195839,0.330436,1.07582,-7.53E-01,0.638749,9.32E-01,-4.43E-01,3.58E-01,5.21E-01,0.152132,0,0.819362,1.00503,0.196468,-1.94E-01,-1.89E+00,-3.99E-02,-1.24E-01,-1.44472,0.187545,0.0636101,0.419367,-3.61691,NaN,-1.25376,-3.35E+00,-6.33E-01,-7.42E-02,-0.609273,-0.859292,-2.98783,1.11E+00,9.09E-01,8.10E-01,4.96E-01,8.66E-01,1.05E+00,-2.79E-01,1.38873,1.64298,1.68E-01,7.16E-01,1.13E-01,4.48E-01,4.56E-01,0.53975,0.397504,1.17E+00,1.27E+00,0.935649,-2.01E-01,1.03E+00,4.73E-01,5.15E-01,-0.169475,0.880399,0.827388,0.934142,1.42347,-0.494828,3.39E-01,7.55E-01,3.32E-01,0.534124,0.985009,0.110991,0.775262,1.02E+00,-0.881072,-1.15E+00,-4.49E-01,-2.15E-01,1.27E-01,0.67934,0.366317,-0.400254,6.30E-01,NaN,9.98E-01,3.94E-01,-4.11E-01,-1.29E-01,-1.38E+00,-0.400605,1.47E+00,-1.79E-01,-6.66E-01,-1.00E+00,-1.03E-01,1.24E+00,4.80E-01,0.45033,1.32E+00,9.95E-01,-1.03988,4.84E-01,5.11E-01,7.30E-01,-1.66E-01,0.341963,0.415842,0.627713,-0.599091,-1.75E-02,-3.60E-01,5.35E-01,-4.73E+00,-1.51E+00,1.01E-01,0.254492,-0.753852,-1.10826,4.94E-01,-6.58E-01,-2.06E+00,-1.90E-01,1.24E-01,-1.60E+00,-7.32E-01,-0.400184,-1.91835,3.26E-01,-5.68E-02,-5.18E-01,-4.23E-01,-1.70E+00,-1.00E+00,-1.45E+00,-1.39E+00,NaN,-3.47E-01,-5.27E-01,3.55E-01,-1.48E+00,-6.85E-01,8.66E-01,-6.88E-01,-3.57E-01,-2.68E-01,0.901861,1.42E-01,-3.03E-02,-8.97E-01,-6.35E-02,-5.24E-01,2.63E-01,-0.643164,-0.281037,-8.31E-01,3.19E-01,-1.09E+00,-1.57E+00,-2.11E+00,-1.75E+00,-6.22E-01,-0.98591,-0.315076,2.72E-01,-6.85E-01,-7.79E-01,-1.15E+00,-1.93E+00,-7.34E-01,-7.24E-01,1.66E-01,-9.41E-01
GABARAPL2,-1.54828,-2.91502,-1.87795,NaN,-0.508338,-0.368638,-1.91114,NaN,-3.29728,0.355287,-0.515701,-2.14941,NaN,0.942028,0.852655,0.343865,0.334011,NaN,-0.540239,-0.602986,-1.06501,0.018299,-1.4252,0.653044,NaN,NaN,NaN,NaN,-1.09808,-0.578103,0.317196,-0.301531,-0.0468712,NaN,NaN,NaN,-2.14174,NaN,1.00224,-0.72255,-1.90805,0.944762,-0.225366,NaN,NaN,0.596168,0.147516,0.432257,0.107219,-0.796425,-0.24052,-0.790806,-2.6768,NaN,-2.13505,1.01695,-0.257133,1.21573,-0.144723,-0.040355,-0.458959,-2.28007,-2.72444,-0.0369502,0.144874,-0.0696904,-0.631843,0,1.05045,NaN,0.634225,-1.1214,0.252848,0.589911,0.951169,1.64724,2.35851,0.759751,0.264606,NaN,-1.7676,-0.114876,0.455806,-0.059283,-1.30251,1.80839,0.433951,0.796282,-0.667225,NaN,0.674982,NaN,0.82181,1.21047,1.10841,-0.211805,-0.585995,-0.506258,NaN,-0.0608345,0.872472,0.478164,0.0735565,1.14634,-0.36317,-0.000830247,NaN,-0.231689,-0.690472,-0.265612,NaN,0.079385,0.0109777,0.91354,-0.547393,1.17967,0.447964,0.304877,0.333516,-0.0620253,-1.60716,0.811051,0.169765,0.992967,-2.14037,0.790353,0.753235,-0.989562,0.979188,1.82693,0.961627,0.0340485,-1.02271,1.04753,NaN,0.727925,-0.793464,-0.0190621,NaN,-0.557498,-0.745226,-0.811269,-0.604118,NaN,0.246877,-0.348611,-0.154753,0.578741,-0.0732211,-0.271197,0.0485149,NaN,NaN,-0.0218548,NaN,1.16515,-1.73189,0.0652876,1.21616,NaN,0.239203,0.496932,-0.0310965,0.174721,0.20996,0.477249,0.0714935,0.921289,0.715002,0.0704368,NaN,0.097055,NaN,-0.423988,-0.561708,0.45126,-0.10477,-0.151667,NaN,NaN
GAD2,NaN,NaN,NaN,3.50E-01,-5.01E-01,0.340052,NaN,NaN,NaN,NaN,NaN,NaN,2.50E-01,-5.77E-01,-0.0932459,-0.183274,1.29902,NaN,NaN,NaN,NaN,6.89E-02,-8.29E-01,-1.32536,0.707396,1.58903,NaN,NaN,NaN,NaN,1.93E+00,-1.87E+00,-2.32617,-0.728045,-0.815371,NaN,NaN,NaN,NaN,NaN,NaN,9.85E-01,7.75E-01,NaN,NaN,NaN,NaN,NaN,NaN,1.17E+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.51E-01,-1.17E+00,-1.30443,-0.509254,NaN,NaN,NaN,NaN,NaN,3.14E-01,8.84E-01,-1.84196,1.50389,0.316155,NaN,NaN,NaN,NaN,4.96E-01,1.02E-01,-0.744392,0.686602,-0.545878,NaN,NaN,NaN,NaN,NaN,-1.38E+00,-5.07E-01,NaN,NaN,1.31783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.10E-01,1.90E+00,1.09E+00,-0.572221,NaN,NaN,NaN,NaN,NaN,-3.06E-01,-5.30E-01,0.306081,0,0.527785,NaN,NaN,NaN,NaN,NaN,6.39E-01,-0.935659,1.53546,-0.279647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.49E-01,3.51E-01,-1.65E+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.39E-02,1.62E+00,-0.0838404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GAK,NaN,NaN,-0.848181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.13163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GALE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.164869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.40736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375789,0.102145,NaN,NaN,NaN,0,-0.148107,NaN,NaN,NaN,NaN,NaN,NaN,0.0620109,NaN,NaN,NaN
GALK1,0.426636,0.459031,0.329209,-0.937702,-1.6498,-0.997056,-0.189141,0.339301,0.332026,0.346373,0.482603,-0.213339,-3.07862,-1.96516,NaN,-2.76162,-0.699682,0.200185,0.414904,0.351959,-0.329525,-3.14507,-2.41216,-1.95026,-3.30598,-1.45753,0.210655,0.381486,0.403737,0.21493,-0.94128,-1.62001,-1.50913,-3.25116,-0.501182,0.282042,0.233678,NaN,0.431184,0.102365,-0.391553,-0.957565,-0.696923,-0.217777,0.477321,0.360132,0.0747453,0.147119,-0.275753,-0.781995,-0.248716,0.137182,0.348705,0.406938,0.262732,0.124887,-0.157958,-1.65888,-1.70492,-1.84151,-0.97483,-0.0242558,0.190921,0.208415,0.260197,-0.44244,-3.05383,NaN,-1.54523,NaN,-0.95379,0.127104,0.407821,0.199567,-0.293815,-1.30234,-2.44002,-2.96447,-3.13534,-0.6784,0.315529,0.335258,0.215104,0.37121,-0.0617571,-0.778664,-0.444147,-0.187623,-0.0345078,-0.228174,0.16795,NaN,0.20849,0.0533712,-0.258635,-0.0391404,0.0836837,0.117226,0.256421,0.383419,0.338066,0.117509,-0.793898,NaN,NaN,-0.915908,-0.437217,0.346918,0.202974,0.0770866,-0.0395112,-1.99101,-2.18461,NaN,-2.27948,-1.33096,0.128253,0.190589,0.242679,-0.014874,-1.23628,-1.60973,-2.34037,-1.47579,-0.512209,0.111216,0.046532,-0.0149875,0.156976,0.260419,0.0770897,-0.0788256,0.163964,0.0955081,-0.37024,0.353292,0.207646,0.111122,0,-0.0946924,-0.0312054,-0.030594,0.130287,NaN,0.439166,0.232525,0.287056,0.0580098,-0.587499,-0.800832,-0.548835,-0.183277,0.242966,0.34318,0.283879,0.00160575,-0.00930609,-0.503809,-1.2153,-1.66399,-0.44718,0.232858,0.251095,0.277659,0.176236,0.0783428,-0.0975543,-0.0925463,-0.104602,0.0828044,0.250306,0.302859,0.240507,0.0957578,-0.0107211,0.15648,0.174098,0.189529,0.318543,-0.0892955
GALK2,0.741372,-0.0115774,0.890033,1.28962,-1.32097,0.372873,1.90717,NaN,0.640571,-0.185651,0.354325,0.312876,NaN,-0.883223,-0.968871,-0.14299,-0.628168,1.88516,2.20221,-0.304653,-1.00754,NaN,-1.42174,-0.682546,-0.541008,-1.19573,1.34495,-0.359185,0.604008,0.397878,-1.41892,-1.07678,-0.484812,-1.97451,0.00942701,1.54072,0.691713,NaN,1.51541,0.559243,0.156884,-1.25709,-0.115261,-0.139854,1.29506,0.168954,-0.246394,0.723143,-0.680655,0.917695,0.10168,2.26618,0.996254,1.64957,-0.48408,-1.61655,1.02097,-1.73965,-0.955077,-1.12845,-1.70408,1.37273,1.15012,NaN,-1.46059,-0.219158,-0.793273,-1.51968,-0.668652,-1.54226,-2.27243,-1.3049,0.666648,0.312942,0.208732,-0.813213,-2.4578,NaN,-0.775405,-0.429681,-0.231015,0.160466,-0.719662,0.550501,-0.273756,-2.56715,-1.5144,-1.67537,-0.330418,0.0673339,1.91737,NaN,0.837952,0.394503,0.218572,0.348593,0.280161,NaN,0.236035,0.868876,1.11946,0.880001,-0.363639,-0.770824,0.375276,-0.323594,0.106919,0.196756,1.14951,0.575254,0.170605,-0.253824,-1.80327,-1.67696,NaN,-1.94406,-1.01217,-0.806575,-0.75002,-0.767975,NaN,-0.773208,-0.0835449,-0.206063,-0.269209,0.604094,NaN,-1.95537,-1.27092,0,0.717571,1.05861,-0.401453,-0.451504,0.490204,NaN,0.768774,0.0877657,0.935817,0.55369,0.577571,2.51511,0.487242,NaN,0.733496,-0.0241667,0.090675,1.72813,-0.82726,-0.181876,1.25711,0.119981,0.651129,1.63758,-0.201382,0.118876,0.0764214,-1.2793,0.459647,-0.0117904,-0.620531,0.164034,-0.556806,-0.0969664,0.0997892,-0.823352,-0.698191,0.0130553,-0.0727531,-1.26636,1.22894,-0.443156,0.5707,0.286359,0.455006,-1.12859,0.808852,-0.335185,0.39393,1.16508
GALNT2,0.708895,0.917403,0.00925265,0.123147,-0.547086,-2.74707,-0.0658368,0.306142,-0.0287384,1.00992,0.520638,-0.387144,-2.20262,-1.1104,-2.20713,-3.29825,-0.00925265,-1.61749,0.990686,-1.07259,-0.495102,-0.467422,NaN,-0.524732,NaN,NaN,0.187422,1.23798,0.863409,0.452092,-0.202527,-0.345392,-1.87329,-0.236218,-1.8948,-1.75026,0.557865,NaN,1.55758,0.837704,0.656207,-0.105598,0.528414,1.23206,NaN,1.09071,0.600246,-0.582557,-0.206443,-1.74031,-0.587567,0.348257,-0.123442,0.850288,0.633756,-0.654685,-0.132322,-0.310421,-0.491959,-0.39103,-0.225182,0.445911,-1.12046,0.921316,-1.52614,-0.71764,0.0307753,-0.0787346,-0.356422,-0.0225397,0.388106,0.528522,1.17458,0.324074,-1.13562,-1.59793,NaN,-0.218462,-1.21867,-1.35079,-0.682345,0.512103,1.2685,1.85607,0.29318,-0.176105,-0.495193,0.429636,0.168519,NaN,0.561968,NaN,0.946066,0.326837,-1.70117,-1.95671,1.25222,-1.04215,-0.605353,1.15745,0.959936,0.437544,-2.09233,0.0304768,-2.25619,-0.222214,-0.107281,1.01544,1.18081,0.849653,0.36347,-0.145161,-2.05705,-0.110182,0.0164522,-2.59915,0.746371,0.980777,0.815397,-0.989753,-1.75755,0.267926,0.0145763,0.156686,-0.414253,0.796239,-0.0641803,-0.997116,1.30817,0.635843,-1.0758,1.24094,-1.21863,0.719051,-1.12106,1.04497,-0.59899,0.326082,NaN,0.462494,0.630824,0.369508,0.12051,NaN,0.664249,0.502726,0.98797,NaN,-0.550173,-1.36202,-0.945876,-1.08336,-0.733989,0.846844,0.930479,0.733728,0.745754,-0.373464,0.0934089,-1.32912,-0.832442,-0.626767,0.854392,0.736494,1.06432,-1.25532,0.60487,0.624124,0.0373574,-0.580783,-0.995328,0.769389,1.02601,-1.14196,-0.291196,-1.49975,-0.630955,1.25403,0.85383,NaN
GAMT,0.218888,0.139365,0.0183567,-1.05256,-1.45349,-1.1198,-0.530046,-0.0847807,0.149126,0.0977905,0.231044,-0.388093,NaN,-1.8255,-2.20137,-1.10081,-1.00173,-0.23209,0.160749,0.0103221,-0.269899,-1.74402,-2.36774,-1.88125,-1.81312,-1.70786,-0.382329,0.238935,0.207576,0.0772488,-1.35733,-2.03239,-3.18828,-2.6362,-1.32681,-0.00446494,0.176724,NaN,0.0277684,-0.212354,-0.821135,-1.36442,-1.25247,-0.544607,-0.0579664,0.083178,0.139306,0.149513,-0.308136,-0.911599,-0.659347,-0.165286,0.0183055,0.0132089,-0.0547458,0.0642712,-0.474647,-1.43056,-2.92638,-2.13055,-1.10199,-0.138112,-0.385777,0.195188,0.232693,-0.0410835,-1.83469,-4.68859,-1.86888,-1.89724,-0.818182,-0.147195,0.314154,0.223038,0.130286,-1.59082,-1.31264,-2.12943,-1.24605,-0.714111,-0.220779,0.26621,0.193741,0.0907593,-0.342072,-0.569206,-0.577515,-0.343888,-0.38647,-1.06356,0.498584,NaN,0.397139,0.187996,0.237835,0.261635,0.00446494,-0.0521681,0.141404,0.373555,0.460431,0.409858,-0.189126,-3.09724,-1.05358,-0.78806,-0.0221388,0.399309,0.218871,0.460816,-0.0760709,-1.29739,-1.73802,-2.02284,-1.70195,-2.82058,0.15368,0.251567,0.0565685,0.254699,-0.729699,-1.10448,-1.58153,-0.828948,-0.478651,0.435493,-0.00909679,-0.0343956,0.353409,0.745389,0.540195,0.331591,0.420966,0.35322,-0.213414,0.353586,0.834784,0.381236,0.435081,0.190481,0.433917,0.0736051,0.11392,NaN,0.651995,0.654307,0.623845,0.590438,-0.00677707,-0.384776,0.153608,0.395026,0.394394,0.529966,0.474702,0.572212,0.137095,-0.117773,-0.313077,-0.874901,-0.255623,0.0646088,0.389373,0.25163,0.35523,0.050406,0.216587,0.195619,-0.158418,0.245352,0.166824,0.557945,0.571544,0.420765,0.326889,0.320658,0.324662,0.31343,0.049892,0.312798
GANAB,-0.259895,-0.129862,-0.332343,-0.0319136,-1.89106,-1.85915,-0.73341,0.0368009,0.632782,-0.119716,0.58455,-0.793443,-0.330616,-1.18803,-0.49182,-1.50139,0.298582,-0.236672,0.268315,0.523372,-1.08727,-0.894141,-1.25413,-1.02362,-0.733038,-1.34087,0.856227,-0.380203,-0.0516036,-0.304744,-1.39015,-1.33772,-1.69036,-1.0929,-1.47213,-0.371351,-0.293996,NaN,-0.179047,-1.16884,-0.560735,0.0986309,0.0427722,0.694591,-1.32832,-0.51709,-0.580847,-0.303098,0.450232,0.21915,-0.591003,0.728422,0.872735,0.386114,-0.592528,-0.539439,0.302536,-0.951696,-0.891151,-2.51256,-0.705641,0.47775,0.824735,-0.519278,-0.479215,-0.524506,-1.56461,-1.48182,-0.662638,-1.04039,-0.0804262,0.589106,1.25602,-0.146461,0.254516,-0.691531,0.343462,0.0915758,-0.0248785,0.663481,1.43317,0.622645,0.821754,0.364407,0.80939,1.22598,0.271627,0.164566,1.63382,0.688108,1.41098,NaN,0.63799,1.34953,0.829833,0.59292,0.560866,-0.188832,0.697923,1.43653,-0.17973,1.15515,-0.522208,-0.515936,-0.945805,-0.0636264,1.10412,1.642,0.426247,0,-1.1417,0.190628,-1.06637,-2.04024,-0.690316,-0.671891,0.246949,0.0273072,0.942022,-0.774275,-0.724658,-0.898356,-2.18923,-1.90339,-0.912356,0.233551,-0.0627432,-0.436042,-0.237425,-0.405282,-0.274507,-0.744088,-0.534903,-0.0778871,-1.25287,0.553018,0.874712,-0.381297,-1.43484,-0.881336,-0.696006,-1.64817,-1.40451,NaN,1.11225,0.731422,0.959424,0.690657,1.01458,0.770983,0.929447,1.30702,1.78712,1.69126,1.49127,-1.04051,0.703252,0.744509,0.125497,0.522449,0.793624,2.6138,1.67174,1.36489,1.45147,0.964321,1.29804,0.699659,1.3158,1.19625,1.85757,1.12748,1.74773,1.4993,1.44511,1.04057,1.52228,1.90203,1.91421,0.672302
GAP43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.861281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.60683,NaN,NaN,NaN,0.673888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.366161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.976746,NaN,NaN,NaN,NaN,NaN,NaN,-0.366161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
