GENEID,x60A3,x60A4,x60A5,x60A6,x60A7,x60A8,x60A9,x60A10,x60A11,x60B3,x60B4,x60B5,x60B6,x60B7,x60B8,x60B9,x60B10,x60B11,x60C3,x60C4,x60C5,x60C6,x60C7,x60C8,x60C9,x60C10,x60C11,x60D3,x60D4,x60D5,x60D6,x60D7,x60D8,x60D9,x60D10,x60D11,x60E3,x60E4,x60E5,x60E6,x60E7,x60E8,x60E9,x60E10,x60E11,x64A3,x64A4,x64A5,x64A6,x64A7,x64A8,x64A9,x64A10,x64A11,x64B3,x64B4,x64B5,x64B6,x64B7,x64B8,x64B9,x64B10,x64B11,x64C3,x64C4,x64C5,x64C6,x64C7,x64C8,x64C9,x64C10,x64C11,x64D3,x64D4,x64D5,x64D6,x64D7,x64D8,x64D9,x64D10,x64D11,x64E3,x64E4,x64E5,x64E6,x64E7,x64E8,x64E9,x64E10,x64E11,x68A3,x68A4,x68A5,x68A6,x68A7,x68A8,x68A9,x68A10,x68A11,x68B3,x68B4,x68B5,x68B6,x68B7,x68B8,x68B9,x68B10,x68B11,x68C3,x68C4,x68C5,x68C6,x68C7,x68C8,x68C9,x68C10,x68C11,x68D3,x68D4,x68D5,x68D6,x68D7,x68D8,x68D9,x68D10,x68D11,x68E3,x68E4,x68E5,x68E6,x68E7,x68E8,x68E9,x68E10,x68E11,x72A3,x72A4,x72A5,x72A6,x72A7,x72A8,x72A9,x72A10,x72A11,x72B3,x72B4,x72B5,x72B6,x72B7,x72B8,x72B9,x72B10,x72B11,x72C3,x72C4,x72C5,x72C6,x72C7,x72C8,x72C9,x72C10,x72C11,x72D3,x72D4,x72D5,x72D6,x72D7,x72D8,x72D9,x72D10,x72D11,x72E3,x72E4,x72E5,x72E6,x72E7,x72E8,x72E9,x72E10,x72E11
RPL9,0.570565,0.622607,0.421117,-1.02855,-1.72365,-1.55057,-0.644778,0.330889,0.388739,0.262857,0.468744,-0.0466038,-1.67727,-2.90026,-1.84873,-2.35102,-1.40387,0.312612,0.502631,0.348867,-0.238216,-1.61307,-1.76225,-1.66782,-1.88764,-1.99795,-0.00432997,-0.080114,0.649662,0.00305308,-1.68939,-1.86947,-1.86758,-1.8607,-1.70196,0.185979,0.0630642,NaN,1.14942,0.800741,-0.296353,-0.939947,-1.53988,-0.494157,0.3481,0.378101,-0.061981,0.461241,0.239051,-0.862594,0.00644993,0.382865,0.590747,0.81055,0.873191,0.439477,0.174268,-1.57202,-1.17104,-1.47514,-0.788946,-0.396,0.783577,0.45367,1.05469,0.368249,-1.78055,-1.69696,-1.12578,-1.64068,-1.28713,0.225472,0.89119,-0.118898,0.0958295,-1.31604,-1.97484,-2.01907,-1.84979,-1.86209,0,0.243048,0.0036697,0.316592,-0.460567,-0.785083,-0.602097,-0.288673,-0.259686,-0.850464,0.407726,NaN,0.0783842,0.146411,-0.938375,0.0301215,-0.516712,0.536911,0.0793173,-0.216599,0.41102,0.183348,-1.3868,-1.98352,-1.94321,-1.17638,-0.302637,0.514055,0.678943,0.191236,0.245269,-1.21879,-1.0141,-1.10468,-2.08847,-0.909973,0.511831,0.606547,0.860084,0.240413,-1.54783,-1.79013,-1.5339,-1.14233,-0.203672,1.35454,0.276886,0.38994,0.297237,1.63305,0.329127,0.2835,0.889529,0.616419,-0.349879,0.817065,1.08474,0.955444,0.968311,0.1994,0.837815,0.392398,0.812754,NaN,0.80094,-0.118816,0.720663,0.257561,-0.951804,-1.08596,-1.54219,0.0138957,-0.195997,0.135323,0.306173,0.0950165,0.266535,-0.883,-1.22744,-1.905,-1.15454,-0.248213,0.160654,0.666447,0.608255,-0.0918597,-0.416616,-0.803445,-0.0885856,-0.0747554,-0.571316,1.24922,0.450439,-0.208679,0.0842693,0.72033,0.470834,0.133501,0.0638309,-0.539606
RPLP0,0.605824,0.302653,0.405041,-1.63155,-1.70899,-1.70125,-0.50207,0.379273,0.0705221,0.484514,0.369564,-0.159513,-1.94116,-1.34629,-1.75487,-2.03123,-1.42558,0.382136,0.612277,0,0.0203217,-1.72785,-2.14943,-1.65029,-2.09443,-2.07924,-0.343638,-0.082936,0.399756,-0.00734795,-1.55349,-2.15343,-2.32413,-1.89504,-1.84623,0.325759,0.218111,NaN,1.69613,0.175164,-0.507438,-0.176628,-0.614766,-0.681768,-1.13128,-0.211137,0.684516,1.34136,-0.21509,-0.176062,0.429564,0.492173,-0.0458737,0.241597,1.43092,1.34136,0.562168,-0.714638,-0.826521,-1.05183,-1.3187,-0.0583759,-0.347995,0.832381,1.2859,-0.191214,-1.29103,-0.80246,-1.7245,-1.27606,-1.02608,-0.83839,0.179071,0.206452,-0.534185,-1.76456,-2.28795,-0.77846,-1.39151,-0.954089,-0.199146,0.351868,1.15105,1.20982,0.807666,0.298804,-0.805999,0.545419,0.409687,-0.730681,1.30454,NaN,0.160118,0.0917992,-0.587456,0.0744866,0.0999321,-0.293939,-0.784146,0.625994,1.68042,-0.147908,-1.08843,-1.02144,-1.5405,-1.70723,0.514052,-0.491747,0.145858,0.278014,0.877506,-1.23699,-1.03134,-1.17794,-0.889141,-2.56836,0.190998,0.206926,0.555937,-0.259491,-0.436642,-1.49412,-1.7168,-1.05822,0.561347,0.94358,-0.0775931,0.318277,0.247451,1.00781,0.646842,0.638164,1.0703,0.615232,0.700864,0.128676,0.899742,1.44842,0.5871,1.1904,0.307503,0.129284,1.22908,NaN,0.284754,0.143299,0.405458,0.921768,-0.788117,-0.777544,-1.42543,-0.725302,-0.190091,0.94358,0.51251,0.195428,0.226436,0.0824796,-1.53668,-1.3884,-1.34437,0.0653344,0.371256,0.484907,0.877506,0.855055,-0.557729,-0.885715,-0.129175,-0.31765,-0.249115,1.46579,0.529962,0.146932,0.589917,1.17081,0.855055,0.499688,0.567934,-1.03457
RPLP1,1.1126,NaN,0.679236,NaN,NaN,-2.1812,NaN,-1.02389,NaN,-0.184521,NaN,1.22716,NaN,-0.292501,NaN,NaN,-0.190083,1.07366,NaN,-0.222943,NaN,NaN,-1.76126,NaN,NaN,-2.18397,NaN,-0.304018,NaN,1.83754,NaN,NaN,NaN,-1.40403,NaN,NaN,-0.445485,NaN,0.781481,NaN,NaN,NaN,NaN,-1.17538,NaN,-0.0952808,NaN,NaN,NaN,NaN,1.31433,NaN,NaN,NaN,0.41834,NaN,NaN,NaN,NaN,NaN,0.746204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0989962,NaN,NaN,NaN,NaN,NaN,NaN,-0.612833,NaN,0.357218,-1.37275,NaN,-0.358327,NaN,NaN,0.533004,NaN,NaN,NaN,NaN,NaN,1.37668,NaN,NaN,NaN,NaN,NaN,0.415129,1.052,NaN,NaN,NaN,NaN,NaN,-0.94165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.573689,0.48823,NaN,NaN,NaN,NaN,NaN,-0.334606,NaN,0.32474,NaN,-1.18534,0.70611,-0.221848,0.697825,-0.698414,NaN,NaN,-0.661006,NaN,NaN,-0.386929,0.0952808,NaN,NaN,NaN,NaN,-0.838409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.322754,NaN,0.334746,NaN,NaN,-1.90352,NaN,NaN,NaN,1.49265,0.921074,NaN,NaN,1.09563,NaN,NaN,1.6527,0.943871,NaN,NaN,1.01925,NaN,NaN,NaN,NaN
RPLP2,0.923704,0.579003,0.268728,-1.67214,-1.97435,-1.70976,-0.17181,0.510734,0.461588,0.730805,0.631218,0.185651,-1.96432,-1.43281,-1.54941,-1.7549,-1.09507,0.257771,0.78363,0.955216,-0.2245,-1.49173,-1.23086,-1.70735,-1.58972,-1.94231,0.0117317,0.176568,0.930592,0.0150315,-1.11133,-1.58124,-1.89928,-1.40835,-1.59724,0.34872,0.444709,NaN,0.848287,0.59637,-0.587334,-0.601055,-1.37269,-0.308413,-1.41656,0.4686,0.429065,0.728469,-0.105971,-0.226253,-0.22561,0.388723,0.286278,0.0211743,0.709015,0.977392,0.118528,-3.12621,-1.79485,-1.75195,-1.00583,-0.0849298,-0.161981,0.634476,0.948944,0.0506361,-1.59168,-1.60867,-1.90324,-1.38387,-1.0742,-0.437035,0.861348,0.601853,0.22571,-1.30525,-1.48739,-1.14927,-1.49461,-1.26315,-0.373783,0.713873,0.55936,0.756039,0.365601,-0.0449264,-0.759822,0.524663,-0.115078,-1.02044,0.62719,NaN,0.835277,0.791331,0,0.217653,-0.390005,-0.506255,-0.792201,0.73018,1.02109,0.744281,-0.419013,-1.26483,-1.05686,-1.21359,-0.0338311,-0.0584877,0.276158,0.304819,0.418241,-1.52477,-1.66403,-3.61271,-1.55684,-0.350423,0.475365,0.360257,0.534359,0.0721639,-2.20084,-3.15735,-1.93916,-1.62042,-0.658903,0.287893,-0.189758,-0.139496,0.134004,1.08507,0.464243,-0.251425,0.172464,0.600592,-0.377887,0.198691,0.847907,0.232419,0.046756,-0.373833,-0.239225,-0.274679,-0.110677,NaN,0.796213,0.30988,0.520082,0.711189,-0.424263,-0.984322,-1.28639,0.055954,0.223831,0.558429,0.120072,-0.131544,0.378965,-0.259627,-1.20387,-1.22164,-0.606773,0.381319,0.599169,0.58148,0.575971,0.577362,-0.0420126,-0.312694,0.242569,0.113237,0.452278,0.8799,0.950119,0.174989,0.84971,0.703615,0.939566,0.665951,0.575703,-0.277301
RPN1,0.912419,0.498879,0.430786,-1.09753,-1.4474,-1.44054,-0.182208,0.656449,0.435521,0.690787,0.429787,0.259378,-2.25319,-1.70039,-1.74907,-2.26333,-1.19608,0.539809,0.559966,0.425984,-0.19271,-1.69322,-1.81484,-1.79533,-2.11595,-1.80085,-0.0632759,0.0409441,0.735338,0.00736367,-1.7654,-1.85105,-2.13106,-1.6146,-1.85013,0.481503,0.331248,NaN,1.08776,0.678867,-0.271972,-0.864434,-1.33695,-0.521603,-0.530173,0.654454,0.445511,0.531765,0.0987535,-0.316543,0.0332889,0.383434,0.531467,0.192595,0.773315,0.670341,0.778815,-1.4372,-1.68287,-1.51207,-1.07922,-0.322005,0.098504,0.458045,0.845561,0,-1.48828,-1.46084,-2.0842,-1.50672,-1.14143,-0.371905,1.01145,0.0848037,-0.165698,-1.69403,-2.13201,-2.02809,-1.92883,-1.23387,-0.610743,0.205684,0.461528,0.488677,-0.214741,-0.565958,-1.09757,0.282728,-0.238003,-0.808274,0.354761,NaN,0.39309,0.426585,-0.155671,0.204888,0.0011993,-0.179504,-0.457197,0.173464,0.667052,0.514922,-0.801496,-1.29155,-1.29367,-1.46622,-0.317908,-0.088046,-0.095032,0.656044,0.785589,-1.09218,-1.84947,-1.43479,-1.60153,-1.08603,0.556854,0.298909,0.274943,0.197852,-2.59772,-0.864381,-1.73163,-1.42095,0.174495,0.441228,0.163045,0.253715,0.543275,1.19061,0.718852,0.384673,0.931407,0.652182,-0.0593356,0.727428,1.39785,0.791409,1.05885,0.797032,0.203596,0.787221,0.942174,NaN,0.973555,0.0601506,0.772984,0.576447,-1.01528,-1.67451,-1.56733,-0.136352,-0.0881829,0.531079,0.183763,0.0529681,-0.0813979,-0.75268,-1.49973,-1.66672,-1.32523,-0.388525,0.423095,0.517575,0.386928,0.138377,-0.533168,-1.47115,-0.00214682,-0.305177,0.132215,0.769386,0.581831,-0.182702,0.204396,0.0279219,0.318356,-0.10037,0.268825,-0.788705
RPN2,0.376416,0.516271,-0.494465,-1.07392,-1.59377,-1.71131,-0.578753,0.246934,0.357636,0.671949,0.150943,-0.0529565,-1.94012,-2.31659,-1.90654,-2.49044,-1.31238,0.351284,0.889797,0.628755,-0.151239,-1.78797,-1.7962,-2.0411,-1.99229,-1.5757,-0.0958595,0.228151,0.739558,-0.0475508,-1.85696,-2.27942,-2.23362,-1.54181,-2.42289,-0.142562,-1.60355,NaN,0.9318,0.0856796,-0.0224349,-0.822619,-1.16292,4.90E-05,-0.486768,0.537951,0.241569,-0.470667,0.0181145,-0.364859,0.000288718,0.375284,0.130799,0.44776,0.851684,0.385949,0.220957,-1.64408,-1.97803,-1.87116,-1.24703,-0.718505,0.390032,0.323995,0.159437,-0.181573,-1.55933,-1.41756,-2.03576,-1.47165,-1.21439,-0.177484,0.80164,0.481713,0,-1.2301,-1.7728,-1.59397,-1.50912,-1.40648,0.142142,-0.208013,-1.59529,0.497298,0.0791164,-0.93129,-1.19012,-0.151448,-1.02197,-0.652363,0.845513,NaN,0.429256,0.488588,0.143428,0.341857,0.288816,0.181642,0.238352,0.616696,0.730603,0.516055,-0.513668,-0.991851,-1.25827,-1.17039,0.187762,0.406868,-0.662703,0.704959,0.0631261,-1.31126,-1.7574,-1.53459,-1.77779,-0.957909,0.596537,-0.0135259,0.915844,0.24251,-1.3373,-1.19877,-1.68249,-1.41077,-0.547102,0.556398,0.304095,0.489263,0.606764,1.17871,0.67802,0.455115,0.803218,0.912438,-0.155194,0.813455,1.12378,0.595846,0.79077,0.360188,-0.105194,0.506024,0.737929,NaN,0.506362,0.333495,-0.257188,0.721333,-0.576007,-1.25911,-1.14924,0.0968828,0.274849,-0.9953,0.528944,-0.147076,0.245219,-0.379775,-1.74081,-1.16474,-0.934298,-0.20145,0.850171,0.829986,0.61469,0.366275,-0.211205,-0.461598,0.380365,0.187133,0.325478,1.08628,1.10512,0.345611,0.509345,0.329007,0.798524,0.468942,0.268786,-0.373897
RPS10,1.16948,0.742212,0.622822,-1.68011,-1.3514,-1.41202,-0.870728,0.474156,0.760377,0.627236,0.962755,0.439019,-0.965915,-1.40988,-1.42382,-1.42955,-0.83861,0.510629,1.12854,1.31737,-0.0134965,-0.915415,-0.953652,-1.19198,-1.34589,-1.36742,0.594713,0.0822959,0.858611,0.104577,-1.28515,-1.3228,-1.78505,-1.37684,-1.14745,0.695803,0.0913041,NaN,0.642065,0.265517,-1.0897,-1.04083,-1.52288,-0.625738,-0.445693,0.07598,0.305606,0.622704,-0.306632,-0.604574,-0.345502,0.285558,0.0770765,0.417469,0.553578,1.29807,0.0237585,-1.59443,-2.45072,-1.80941,-1.28729,-0.253644,0.0516437,0.543195,0.846745,-0.377467,-1.72363,-2.14915,-2.01313,-1.92288,-2.2376,-0.0679976,1.08452,0.73208,0.534886,-1.95883,-1.52615,-1.25782,-1.2519,-1.10832,0.535719,0.691586,0.376728,0.838016,0,-0.3287,-0.483541,0.748064,-0.241495,-0.587273,0.712043,NaN,1.37521,1.09471,-0.398026,0.953959,0.253337,-0.0810382,0.882711,1.12867,1.11466,0.661343,-0.991976,-1.20928,-2.05885,-1.37642,0.314477,0.85222,1.44401,0.544075,0.456827,-1.1625,-1.52202,-1.64129,-1.46015,-1.10446,0.206654,0.90634,1.11139,0.790507,-0.42083,-1.1192,-1.90915,-1.50869,-1.0967,0.338156,0.235962,0.105614,0.781475,1.50062,0.360532,-0.370864,0.0889459,0.906937,-0.494707,0.677433,0.719125,0.0955842,0.141482,-0.592158,-1.96189,-0.818042,-0.444663,NaN,0.518517,-0.139953,0.120302,0.357352,-1.03039,-0.760381,-2.14352,-0.135748,-0.130905,0.230239,-0.0497572,0.323084,0.0568396,-1.66442,-1.51877,-1.79209,-1.61219,0.22548,0.43253,0.429134,0.362453,0.226647,-0.423184,-0.467124,0.00995144,-0.145447,0.455711,0.285919,0.562076,-0.505224,1.25732,1.35063,0.330481,-0.169131,0.134313,-0.400306
RPS11,1.24294,0.604407,0.494172,-1.14354,-1.45742,-1.271,-0.329178,1.02184,0.880076,1.50174,0.234614,0.028439,-2.09953,-1.69945,-1.36871,-2.04616,-1.33152,0.880332,0.36831,0.259592,0.315015,-1.29522,-1.76918,-1.86394,-1.40122,-1.56342,-0.335252,0.940497,0.760526,0.493964,-0.746174,-1.39502,-1.44776,-0.964152,-1.92124,0.254346,0.746241,NaN,1.2701,0.655446,-0.0341189,-0.44759,-1.22046,-0.242357,-0.930687,1.01484,0.844911,0.955571,-0.175718,-0.394451,0.410484,0.550497,-0.00367143,-0.630018,1.18439,1.09829,0.374372,-1.05174,-2.11047,-0.901967,-0.958025,-0.608867,0.221949,0.802046,1.24853,0.258339,-1.9024,-1.98518,-2.10256,-1.37323,-0.874918,-1.35333,0.425335,0.574751,0.102812,-1.09651,-1.77459,-1.71461,-1.54442,-1.17938,0.00464354,0.637245,-0.144194,0.214523,0.532332,-0.551356,-0.864332,-0.513287,0.411304,-0.797497,0.949548,NaN,0.233269,0.540962,-0.128368,0.199883,-0.641717,-0.916432,-1.14359,0.630281,0.397446,0.16209,-0.618117,-1.63078,-2.39821,-1.96812,-0.0493763,0.090462,0.274559,0.683858,0.117733,-1.30465,-1.2761,-1.72198,-1.81422,-1.27865,0.409366,0.908398,0.167687,-0.176922,-0.722565,-1.16103,-1.61283,-1.17517,-0.306064,0.396334,0.275898,0.0818444,0.310384,1.34927,0.44682,0.676139,1.04246,1.17431,-0.0148661,0.920889,1.16931,0.865371,0.893074,0.662321,0.368255,1.01932,0.848112,NaN,0.942762,0.656238,0.777966,0.665039,-0.260515,-1.39114,-2.06226,0.240553,-0.332642,1.27908,-0.18653,0,0.460007,-0.458892,-1.65607,-1.83416,-1.34286,-0.483244,0.123031,0.125648,0.161194,0.683368,-0.0588804,-0.566797,-0.15519,-0.42805,0.0320738,0.862067,0.428267,-0.419564,0.374366,-0.0310772,0.88206,0.883622,0.215605,-1.32905
RPS12,0.870209,0.184685,0.365435,-1.24479,-1.22993,-1.19968,-0.347804,0.319373,0.00921905,7.40E-01,0.817737,0.221751,-1.80904,-1.58584,-1.65212,-1.76E+00,-1.08792,-1.41401,0.65951,0.830953,0.02368,-1.38722,-1.67025,-1.57274,-1.53E+00,-2.05709,-0.0978965,5.48E-02,0.915889,-0.356193,-1.28769,-1.79562,-1.87E+00,-1.84E+00,-1.89E+00,0.297454,0.163626,NaN,2.89E-02,0.103174,-1.54426,-0.100266,-2.00025,-7.27E-01,-1.42965,0.660961,0.577568,0.73037,0.121795,-0.701566,-0.182378,-0.439011,0.0222878,0.314938,0.621356,1.20941,0.108821,-0.859218,-1.90295,-1.54525,-1.6925,0.070357,-0.340713,0.668079,1.46147,0.468237,-2.15218,-1.84724,-1.69921,-1.18427,-7.65E-01,-2.20E-01,1.13E+00,0.93852,0.424962,-1.1495,-1.46411,-1.4902,-1.65E+00,-1.62E+00,-0.281856,0.310078,-0.0289513,0.414946,0.144864,-0.253924,-1.13219,-0.460531,-0.363899,-0.998167,7.98E-01,NaN,0.561463,0.592519,0.0218401,0.357308,-0.540646,-5.27E-01,-1.05E+00,0.244571,0.942275,0.741508,-0.628275,-1.9654,-1.78177,-1.30603,0.069236,-0.605389,0.737884,0.370363,0.600091,-0.731949,-0.665402,-1.77313,-1.2467,-0.905585,4.60E-01,0.311997,0.524483,0.218264,-2.83003,-0.15193,-0.930873,-0.668589,-0.502257,0.929144,0.381236,0.134361,0.967795,1.93902,1.29669,0.813182,0.677733,1.40161,0.502754,0.845607,1.54737,0.245058,0.736318,0.439469,0.253725,0.356262,0.32083,NaN,7.88E-01,0.854993,1.01824,0.347134,-0.330121,-0.488427,-3.16436,-0.24715,-0.313935,0.534591,0.0324742,0.199313,0,-0.356514,-0.149727,-1.34E+00,-0.867663,-2.76E-01,0.215342,0.0202976,0.542829,0.348997,-0.117106,-0.0360233,3.54E-01,-4.13E-02,-0.556313,0.499084,0.473681,-0.205904,0.834914,1.12568,0.641807,0.276346,-4.07E-02,-1.08E+00
RPS13,0.895122,0.572328,0.483429,-1.24884,-1.74874,-1.62435,-0.392836,0.364277,0.528291,0.572384,0.467218,-0.0366726,-1.33551,-1.85988,-1.81028,-1.84084,-1.125,0.522291,0.354557,0.627773,-0.235873,-1.45661,-2.02167,-1.52498,-1.88435,-1.66345,0.320148,0.0663539,0.645685,0.188146,-1.83083,-1.59476,-1.87379,-1.61048,-1.6402,0.599993,-0.238704,NaN,0.535606,0.364135,-0.51596,-0.886889,-1.37068,-0.101572,-0.569444,0.00272586,-0.0121516,0.120041,-0.33217,-0.884075,-0.569211,-0.070478,0.358448,0.603075,0.305014,0.0901919,-0.279672,-1.95461,-2.14085,-2.04563,-1.62999,-0.514729,0.281838,0.0203586,0.319783,-0.488904,-1.79064,-1.88496,-2.04199,-1.94069,-1.51449,-0.237815,0.10867,-0.0304378,-0.400996,-1.85869,-2.00259,-1.81312,-1.76991,-1.1235,0.291244,0.0501488,0.0731244,0.162162,-0.398821,-1.14942,-1.15615,-0.0467695,-0.0833155,-0.441022,0.215738,NaN,0.0854879,0.291014,-0.474839,-0.128669,0.0196168,0.0528747,0.696747,0.0545438,0.270211,-0.0345649,-1.18366,-1.84932,-2.08337,-1.55545,-0.22564,0.495095,1.43735,0.480526,0.332688,-1.4573,-1.68604,-1.75225,-1.716,-1.45513,0.211013,0.949725,0.706225,0.226924,-0.631167,-1.35416,-1.79372,-1.57208,-0.452614,0.180746,0.652697,0.393399,0.377547,1.06424,0.314569,0,0.395698,0.584863,-0.15291,1.36818,0.981025,0.307917,0.562511,0.056101,-0.205479,-0.0238322,0.372849,NaN,0.810942,0.390829,0.784628,0.72818,-0.30887,-1.09581,-1.02061,0.125528,0.382095,0.894442,0.618156,0.520193,0.649727,-0.0393337,-1.84204,-1.03398,-0.610967,0.441396,0.886268,0.888152,0.882176,0.793206,0.0128934,-0.0246535,0.671346,0.683765,0.710055,0.910683,0.982936,0.0789294,0.646392,0.648002,0.992256,0.746095,0.80365,-0.458622
RPS14,1.04836,0.63084,0.590184,-1.45323,-1.98725,-1.65515,-0.134398,0.566131,0.424882,0.598519,0.736043,0.28818,-1.77514,-1.85768,-1.63356,-1.86284,-1.20748,0.50035,0.982768,0.718741,-0.289754,-1.74986,-1.82969,-2.07176,-2.03917,-1.86022,0.379252,0.262164,1.04195,-0.0833741,-1.52327,-1.8756,-1.69338,-1.48773,-1.76389,0.64454,0.331928,NaN,0.591596,0.560085,-0.215559,-0.524266,-1.76081,-0.320544,-1.0342,0.640113,0.60908,0.563022,0.0325499,-0.489648,-0.113277,0.143046,0.69319,0.309523,0.991989,1.09208,0.134004,-1.5774,-1.97459,-1.46323,-1.30584,0.0170479,0.510413,0.854445,1.11345,-0.0255733,-1.82178,-1.41346,-1.96066,-1.44564,-0.957052,0.0883769,0.636151,0.488516,0.0618539,-1.52498,-1.97529,-1.47526,-1.80609,-1.20776,-0.324013,0.674614,0.420028,0.739314,-0.0212008,-0.385476,-0.915634,-0.00579862,0.186654,-1.283,0.479072,NaN,0.607286,0.481131,-0.172658,0.0114461,-0.262233,-0.417971,-0.237689,0.317327,0.919981,0.352469,-0.883994,-1.65986,-1.78121,-1.34405,-0.355273,0.147704,0.929938,0.39468,0.151058,-1.73431,-1.69812,-1.67763,-1.82884,-1.52332,0.372238,0.796596,0.451585,0.0137336,-0.989599,-1.54669,-1.82014,-1.48006,-0.399038,0.318947,0.261138,0.190704,0.0696633,1.222,0.431588,-0.0613233,0.545076,0.704987,-0.625546,0.993007,1.01833,0.526034,0.537298,0,-0.407275,0.307193,0.241734,NaN,0.735843,0.309309,0.508313,0.292042,-0.849051,-1.5504,-1.46225,-0.355424,0.0513062,0.696816,0.346428,-0.425293,0.0655161,-0.918812,-1.9586,-1.52397,-0.981981,-0.0444723,0.704853,0.480239,0.257872,0.117858,-0.67513,-0.650595,-0.377324,-0.138833,-0.0416343,0.810923,0.472837,-0.0253679,0.242561,0.369058,0.533807,0.101029,0.140014,-1.09988
RPS15,0.783502,0.3188,0.143081,-1.0714,-0.342088,-0.37282,0.155585,0.669244,0.529684,0.928313,0.284427,0.661024,NaN,-0.940884,-0.655399,-0.698389,-0.30281,0.757549,0.33224,0.452801,0.389951,-0.421329,-0.857967,-0.934005,-0.327297,NaN,-1.39846,0.823297,0.990569,0.342237,0.359923,-0.356238,-2.62789,-0.333944,-1.34549,0.936058,0.910259,NaN,1.13052,0.955186,-0.150012,0.680318,-0.90396,-0.603307,-0.555492,1.25976,1.00285,0.98472,0.763526,0.0348428,0.798275,0.348338,0.164497,-0.122919,0.934022,1.25662,0.762984,-0.0297597,-0.752956,-0.858821,-0.138149,-1.47668,-1.68772,0.933085,1.41549,0.54203,-1.5771,-1.92774,-2.27631,-0.83922,-0.149409,-1.02269,0.733185,0.449129,0.388358,-0.909695,-0.839202,-0.637995,-2.62577,-1.0076,-2.48735,0.00743695,0.524054,0.650234,0.677552,0.334139,0.0772163,0.402569,0.103611,-1.44901,0.746447,NaN,0.510922,0.659079,0.418791,0.0832522,-2.07307,-1.20707,NaN,0.104193,0.966813,0.51503,-0.784815,-0.727824,-1.13976,-1.30757,-0.392813,-0.923763,0.248129,0.839901,0.90274,-0.376445,0.086285,0.198055,-0.0182209,0.4737,0.950566,0.46587,-0.0932485,0.22861,-1.86212,-1.12895,-1.47447,-0.066279,0.58125,1.59014,-0.00743695,0.338259,1.14582,1.26193,1.25297,0.70964,1.12644,0.921024,-0.0833326,0.294981,0.967587,1.5142,1.09544,0.826598,0.46515,1.22676,1.30203,NaN,0.0120331,-0.172181,-0.276592,-0.310722,-2.12289,NaN,NaN,-1.25019,NaN,-0.586586,-0.619453,-1.83286,-1.48246,-2.4486,-2.56646,NaN,NaN,NaN,-0.353531,-0.564393,-0.272886,-0.320751,-0.570001,-1.14571,-0.729107,-2.21359,-0.677592,0.189164,-1.82069,-2.57004,-0.642344,0.429807,-0.306778,-0.372881,-0.357623,-1.23207
RPS15A,1.2137,0.733144,0.804134,-0.950958,-1.33549,-1.38818,-0.0926269,0.630154,0.419385,0.817654,0.748014,0.392495,-1.43229,-1.77527,-1.44016,-1.81852,-1.50313,0.544275,0.827535,0.712221,-0.0118016,-2.12714,-1.88925,-1.32512,-1.7303,-1.8454,-0.211289,0.419913,0.951082,0.491188,-1.35392,-1.51297,-1.58611,-1.65765,-1.93854,0.6228,0.485926,NaN,1.06857,0.923791,0,-0.48836,-1.30739,-0.35046,-0.953929,0.597588,0.636138,0.875972,0.293985,-0.190543,0.158218,0.53445,0.629574,0.296575,1.00856,0.928389,0.503545,-1.08998,-1.56353,-1.01884,-1.18524,-0.353362,0.116132,0.590302,1.03145,0.256137,-1.38289,-1.44546,-1.93409,-1.29999,-0.889762,-0.17616,0.275135,0.448442,-0.108925,-1.59073,-1.80692,-1.51924,-1.61496,-1.42803,-0.450699,0.422033,0.418576,0.647959,0.142325,-0.714967,-0.913546,-0.104002,-0.0114871,-1.03362,0.508916,NaN,0.0917435,-0.864633,-0.12179,0.0719502,-0.268423,-1.55035,-0.188156,0.375592,0.722182,0.133972,-0.657545,-1.61423,-1.59676,-1.41106,-0.348267,-1.72472,0.780238,0.815753,0.772072,-0.958389,-1.35395,-1.46294,-1.58794,-0.903695,0.892826,0.0863966,1.0158,-0.456601,0.246494,-0.846472,-1.37467,-0.89532,0.248072,0.619017,0.720429,0.527309,0.777151,0.441583,0.808111,0.589309,0.999084,0.985053,-0.146403,0.0992676,1.41884,0.687185,0.118011,0.586635,0.27767,0.856811,0.91048,NaN,0.797669,0.442619,0.697638,-0.555124,-0.538867,-1.50889,-1.30382,-0.25145,0.00185161,0.75826,0.462525,-1.10359,0.348012,-0.445185,-3.52691,-1.30226,-0.974909,-2.11092,0.718531,-0.638991,0.648356,0.604839,-0.367461,-0.560671,-0.0609253,-0.211893,-1.86031,0.933876,0.987359,0.274558,0.40271,0.242449,0.59996,0.387221,0.488177,-0.811967
